Brand,Model,Price,RAM,Storage,Battery,DisplaySize,RefreshRate,Processor,CameraMP,FrontCameraMP,OS,HeadphoneJack,FiveG,WaterResistance,URL,Description,SpecsSummary
Samsung,Galaxy S25 Ultra,1599,12,256,5000,174.2,120,Octa-Core,200,12,Android,False,True,True,https://www.samsung.com/ca/smartphones/galaxy-s25-ultra/,"Discover the ultimate smartphone experience with the Samsung Galaxy S25 Ultra. As a premium flagship device, it offers uncompromising performance, top-tier build quality, and cutting-edge technology. Photography enthusiasts will love the massive 200MP main camera sensor, featuring advanced optical zoom, night mode, telephoto lens capabilities, and 8K video recording. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 12GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Samsung Galaxy S25 Ultra | 256GB Storage | 12GB RAM | 174.2mm Display | 120Hz | 200MP Camera | 5000mAh | Android | 5G: True
Apple,Apple iPhone 15 Pro,720,8,128,3274,154.9,120,Hexa-Core,48,12,iOS,False,True,True,https://www.gsmarena.com/apple_iphone_15_pro-12557.php,"Discover the ultimate smartphone experience with the Apple Apple iPhone 15 Pro. This premium mid-range smartphone balances incredible flagship features with excellent value. Apple apple apple apple apple Capture stunning photos and 4K video with the high-resolution 48MP AI-powered camera system, perfect for social media and everyday photography. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Powered by a blazing-fast Hexa-Core processor, 8GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Apple Apple iPhone 15 Pro | 128GB Storage | 8GB RAM | 154.9mm Display | 120Hz | 48MP Camera | 3274mAh | iOS | 5G: True
Apple,Apple iPhone 15 Plus,568,6,128,4383,170.2,60,Hexa-Core,48,12,iOS,False,True,True,https://www.gsmarena.com/apple_iphone_15_plus-12558.php,"Discover the ultimate smartphone experience with the Apple Apple iPhone 15 Plus. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Capture stunning photos and 4K video with the high-resolution 48MP AI-powered camera system, perfect for social media and everyday photography. The brilliant, color-accurate display provides a great viewing experience for streaming movies, browsing the web, and reading. Enjoy reliable all-day battery life that keeps up with your busy schedule, supporting fast charging and efficient power management. Powered by a blazing-fast Hexa-Core processor, 6GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Apple Apple iPhone 15 Plus | 128GB Storage | 6GB RAM | 170.2mm Display | 60Hz | 48MP Camera | 4383mAh | iOS | 5G: True
Apple,Apple iPhone 15,550,6,128,3349,154.9,60,Hexa-Core,48,12,iOS,False,True,True,https://www.gsmarena.com/apple_iphone_15-12559.php,"Discover the ultimate smartphone experience with the Apple Apple iPhone 15. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Capture stunning photos and 4K video with the high-resolution 48MP AI-powered camera system, perfect for social media and everyday photography. The brilliant, color-accurate display provides a great viewing experience for streaming movies, browsing the web, and reading. Powered by a blazing-fast Hexa-Core processor, 6GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Apple Apple iPhone 15 | 128GB Storage | 6GB RAM | 154.9mm Display | 60Hz | 48MP Camera | 3349mAh | iOS | 5G: True
Apple,Apple iPhone 14 Pro Max,540,6,128,4323,170.2,120,Hexa-Core,48,12,iOS,False,True,True,https://www.gsmarena.com/apple_iphone_14_pro_max-11773.php,"Discover the ultimate smartphone experience with the Apple Apple iPhone 14 Pro Max. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Capture stunning photos and 4K video with the high-resolution 48MP AI-powered camera system, perfect for social media and everyday photography. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Enjoy reliable all-day battery life that keeps up with your busy schedule, supporting fast charging and efficient power management. Powered by a blazing-fast Hexa-Core processor, 6GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Apple Apple iPhone 14 Pro Max | 128GB Storage | 6GB RAM | 170.2mm Display | 120Hz | 48MP Camera | 4323mAh | iOS | 5G: True
Apple,Apple iPhone 14 Pro,529,6,128,3200,154.9,120,Hexa-Core,48,12,iOS,False,True,True,https://www.gsmarena.com/apple_iphone_14_pro-11860.php,"Discover the ultimate smartphone experience with the Apple Apple iPhone 14 Pro. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Capture stunning photos and 4K video with the high-resolution 48MP AI-powered camera system, perfect for social media and everyday photography. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Powered by a blazing-fast Hexa-Core processor, 6GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Apple Apple iPhone 14 Pro | 128GB Storage | 6GB RAM | 154.9mm Display | 120Hz | 48MP Camera | 3200mAh | iOS | 5G: True
Apple,Apple iPhone 14 Plus,436,6,128,4323,170.2,60,Hexa-Core,12,12,iOS,False,True,True,https://www.gsmarena.com/apple_iphone_14_plus-11862.php,"Discover the ultimate smartphone experience with the Apple Apple iPhone 14 Plus. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Equipped with a reliable camera system, it captures clear, vibrant images and smooth video for all your everyday moments. The brilliant, color-accurate display provides a great viewing experience for streaming movies, browsing the web, and reading. Enjoy reliable all-day battery life that keeps up with your busy schedule, supporting fast charging and efficient power management. Powered by a blazing-fast Hexa-Core processor, 6GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Apple Apple iPhone 14 Plus | 128GB Storage | 6GB RAM | 170.2mm Display | 60Hz | 12MP Camera | 4323mAh | iOS | 5G: True
Apple,Apple iPhone 14,393,6,128,3279,154.9,60,Hexa-Core,12,12,iOS,False,True,True,https://www.gsmarena.com/apple_iphone_14-11861.php,"Discover the ultimate smartphone experience with the Apple Apple iPhone 14. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Equipped with a reliable camera system, it captures clear, vibrant images and smooth video for all your everyday moments. The brilliant, color-accurate display provides a great viewing experience for streaming movies, browsing the web, and reading. Powered by a blazing-fast Hexa-Core processor, 6GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Apple Apple iPhone 14 | 128GB Storage | 6GB RAM | 154.9mm Display | 60Hz | 12MP Camera | 3279mAh | iOS | 5G: True
Apple,Apple iPhone 13 Pro Max,549,6,128,4352,170.2,120,Hexa-Core,12,12,iOS,False,True,True,https://www.gsmarena.com/apple_iphone_13_pro_max-11089.php,"Discover the ultimate smartphone experience with the Apple Apple iPhone 13 Pro Max. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Equipped with a reliable camera system, it captures clear, vibrant images and smooth video for all your everyday moments. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Enjoy reliable all-day battery life that keeps up with your busy schedule, supporting fast charging and efficient power management. Powered by a blazing-fast Hexa-Core processor, 6GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Apple Apple iPhone 13 Pro Max | 128GB Storage | 6GB RAM | 170.2mm Display | 120Hz | 12MP Camera | 4352mAh | iOS | 5G: True
Apple,Apple iPhone 13 Pro,483,6,128,3095,154.9,120,Hexa-Core,12,12,iOS,False,True,True,https://www.gsmarena.com/apple_iphone_13_pro-11102.php,"Discover the ultimate smartphone experience with the Apple Apple iPhone 13 Pro. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Equipped with a reliable camera system, it captures clear, vibrant images and smooth video for all your everyday moments. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Powered by a blazing-fast Hexa-Core processor, 6GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Apple Apple iPhone 13 Pro | 128GB Storage | 6GB RAM | 154.9mm Display | 120Hz | 12MP Camera | 3095mAh | iOS | 5G: True
OnePlus,OnePlus 15,899,12,256,7300,172.2,120,Octa-Core,50,16,Android,False,True,True,https://www.oneplus.com/ca_en/oneplus-15?sku=5011116282&_gl=1*1irj0ku*_up*MQ..*_ga*NjA2MjM1OTYyLjE3NzQ1ODEzMjE.*_ga_KS49PHWZ8S*czE3NzQ1ODEzMjEkbzEkZzEkdDE3NzQ1ODEzMjUkajU2JGwwJGgw,"Discover the ultimate smartphone experience with the OnePlus OnePlus 15. This premium mid-range smartphone balances incredible flagship features with excellent value. Capture stunning photos and 4K video with the high-resolution 50MP AI-powered camera system, perfect for social media and everyday photography. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 12GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",OnePlus OnePlus 15 | 256GB Storage | 12GB RAM | 172.2mm Display | 120Hz | 50MP Camera | 7300mAh | Android | 5G: True
OnePlus,OnePlus 15R,659,12,256,7400,173.5,165,Octa-Core,50,16,Android,False,True,True,https://www.oneplus.com/ca_en/oneplus-15r?sku=5011118530&_gl=1*n9r94w*_up*MQ..*_ga*NjA2MjM1OTYyLjE3NzQ1ODEzMjE.*_ga_KS49PHWZ8S*czE3NzQ1ODEzMjEkbzEkZzEkdDE3NzQ1ODEzMjUkajU2JGwwJGgw,"Discover the ultimate smartphone experience with the OnePlus OnePlus 15R. This premium mid-range smartphone balances incredible flagship features with excellent value. Capture stunning photos and 4K video with the high-resolution 50MP AI-powered camera system, perfect for social media and everyday photography. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 12GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",OnePlus OnePlus 15R | 256GB Storage | 12GB RAM | 173.5mm Display | 165Hz | 50MP Camera | 7400mAh | Android | 5G: True
OnePlus,OnePlus 13,619,12,256,6000,173.2,120,Octa-Core,50,16,Android,False,True,True,https://www.oneplus.com/ca_en/oneplus-13?sku=5011111156&_gl=1*145byg*_up*MQ..*_ga*NjA2MjM1OTYyLjE3NzQ1ODEzMjE.*_ga_KS49PHWZ8S*czE3NzQ1ODEzMjEkbzEkZzEkdDE3NzQ1ODEzMjUkajU2JGwwJGgw,"Discover the ultimate smartphone experience with the OnePlus OnePlus 13. This premium mid-range smartphone balances incredible flagship features with excellent value. Capture stunning photos and 4K video with the high-resolution 50MP AI-powered camera system, perfect for social media and everyday photography. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 12GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",OnePlus OnePlus 13 | 256GB Storage | 12GB RAM | 173.2mm Display | 120Hz | 50MP Camera | 6000mAh | Android | 5G: True
Xiaomi,Xiaomi 17 Ultra,2049,16,1024,6000,175.3,120,Octa-Core,50,50,Android,False,False,True,https://www.mi.com/global/product/xiaomi-17-ultra/specs/,"Discover the ultimate smartphone experience with the Xiaomi Xiaomi 17 Ultra. As a premium flagship device, it offers uncompromising performance, top-tier build quality, and cutting-edge technology. Capture stunning photos and 4K video with the high-resolution 50MP AI-powered camera system, perfect for social media and everyday photography. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 16GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Xiaomi Xiaomi 17 Ultra | 1024GB Storage | 16GB RAM | 175.3mm Display | 120Hz | 50MP Camera | 6000mAh | Android | 5G: False
Xiaomi,Xiaomi 17,1317,12,512,6330,160.0,120,Octa-Core,50,50,Android,False,False,True,https://www.mi.com/global/product/xiaomi-17/specs/,"Discover the ultimate smartphone experience with the Xiaomi Xiaomi 17. As a premium flagship device, it offers uncompromising performance, top-tier build quality, and cutting-edge technology. Capture stunning photos and 4K video with the high-resolution 50MP AI-powered camera system, perfect for social media and everyday photography. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 12GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Xiaomi Xiaomi 17 | 512GB Storage | 12GB RAM | 160.0mm Display | 120Hz | 50MP Camera | 6330mAh | Android | 5G: False
Redmi,Redmi Note 15 Pro+ 5G,556,8,512,6500,173.5,120,Octa-Core,200,32,Android,True,True,False,https://www.mi.com/global/product/redmi-note-15-pro-plus-5g/specs/,"Discover the ultimate smartphone experience with the Redmi Redmi Note 15 Pro+ 5G. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Photography enthusiasts will love the massive 200MP main camera sensor, featuring advanced optical zoom, night mode, telephoto lens capabilities, and 8K video recording. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 8GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless.",Redmi Redmi Note 15 Pro+ 5G | 512GB Storage | 8GB RAM | 173.5mm Display | 120Hz | 200MP Camera | 6500mAh | Android | 5G: True
Redmi,Redmi Note 15 Pro 5G,439,8,512,6580,173.5,120,Octa-Core,200,20,Android,True,True,True,https://www.mi.com/global/product/redmi-note-15-pro-5g/specs/,"Discover the ultimate smartphone experience with the Redmi Redmi Note 15 Pro 5G. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Photography enthusiasts will love the massive 200MP main camera sensor, featuring advanced optical zoom, night mode, telephoto lens capabilities, and 8K video recording. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 8GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless. Plus, with IP68 water and dust resistance, your device is durable enough to survive accidental spills and drops.",Redmi Redmi Note 15 Pro 5G | 512GB Storage | 8GB RAM | 173.5mm Display | 120Hz | 200MP Camera | 6580mAh | Android | 5G: True
Redmi,Redmi Note 15 5G,241,6,512,5520,172.0,120,Octa-Core,108,20,Android,False,True,False,https://www.mi.com/global/product/redmi-note-15-5g/specs/,"Discover the ultimate smartphone experience with the Redmi Redmi Note 15 5G. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Photography enthusiasts will love the massive 108MP main camera sensor, featuring advanced optical zoom, night mode, telephoto lens capabilities, and 8K video recording. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 6GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless.",Redmi Redmi Note 15 5G | 512GB Storage | 6GB RAM | 172.0mm Display | 120Hz | 108MP Camera | 5520mAh | Android | 5G: True
Redmi,Redmi 15A 5G,190,4,128,6300,174.1,120,Octa-Core,50,10,Android,True,True,False,https://www.mi.com/in/product/redmi-15a-5g/specs,"Discover the ultimate smartphone experience with the Redmi Redmi 15A 5G. An outstanding budget-friendly smartphone that delivers reliable performance without breaking the bank. Capture stunning photos and 4K video with the high-resolution 50MP AI-powered camera system, perfect for social media and everyday photography. Gamers and power users will appreciate the buttery-smooth 120Hz OLED display, offering lightning-fast touch response, deep blacks, and immersive esports gaming performance. Never worry about a dead phone again thanks to the massive all-day battery life, complete with ultra-fast charging to get you back to 100% in minutes. Powered by a blazing-fast Octa-Core processor, 4GB of RAM, and blazing-fast 5G connectivity, multitasking is effortless.",Redmi Redmi 15A 5G | 128GB Storage | 4GB RAM | 174.1mm Display | 120Hz | 50MP Camera | 6300mAh | Android | 5G: True
